seed,experiment,method,coverage,forwarding_rate,rejection_rate,false_acceptance_rate,unsafe_acceptance_frequency,accepted_output_contamination_rate,accepted_mae,fusion_mae,fusion_allowed_rate
1414,fog_fusion,original_trust_uncertainty,,,,,,,,0.1349118514037528,0.831
1414,fog_fusion,orthogonal_trust_uncertainty,,,,,,,,0.13439352337125066,0.831
1515,controlled_baseline,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.6135912698412699,0.6135912698412699,0.5083236746603349,,
1515,controlled_baseline,confidence_only,0.2608134920634921,0.7162698412698413,0.022916666666666665,0.20485044462409055,0.12569444444444444,0.48193229364777485,0.36502105969286835,,
1515,controlled_baseline,freshness_only,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32983023443815684,0.20238095238095238,0.6071428571428571,0.4933506625104299,,
1515,controlled_baseline,full_trust_score,0.15982142857142856,0.785813492063492,0.054365079365079366,0.08229587712206952,0.05049603174603175,0.3159528243327126,0.2405461261064507,,
1515,random_stress,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.7348,0.7348,0.6615640972492535,,
1515,random_stress,confidence_only,0.1605,0.7795,0.06,0.1313282525857376,0.0965,0.6012461059190031,0.4661268963734055,,
1515,random_stress,freshness_only,0.0727,0.1885,0.7388,0.07158410451823626,0.0526,0.7235213204951857,0.647761255982474,,
1515,random_stress,full_trust_score,0.0208,0.7503,0.2289,0.009526401741970605,0.007,0.33653846153846156,0.23884728366374555,,
1515,fog_fusion,simple_average,,,,,,,,0.1365263064174982,0.8295
1515,fog_fusion,confidence_weighted,,,,,,,,0.13594122025941788,0.8295
1515,fog_fusion,uncertainty_weighted,,,,,,,,0.12979473285286325,0.8295
1515,fog_fusion,trust_only,,,,,,,,0.13349084315964843,0.8295
1515,fog_fusion,median,,,,,,,,0.1430297316658911,0.8295
1515,fog_fusion,original_trust_uncertainty,,,,,,,,0.12990982064217171,0.8295
1515,fog_fusion,orthogonal_trust_uncertainty,,,,,,,,0.1295940774411854,0.8295
1616,controlled_baseline,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.6075396825396825,0.6075396825396825,0.4999292158977532,,
1616,controlled_baseline,confidence_only,0.25337301587301586,0.722718253968254,0.023908730158730157,0.19954278249510124,0.12123015873015873,0.47846515270164447,0.36600183424212945,,
1616,controlled_baseline,freshness_only,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32413455258001306,0.19692460317460317,0.5907738095238095,0.4849902737610785,,
